affiliation-name	city	country	aff_id
Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca	Bicocca	Italy	60114687
MESA Institute for Nanotechnology	Enschede	Netherlands	60084325
Mohammed V University in Rabat	Agdal Rabat	Morocco	60019337
TOBB University of Economics and Technology	Ankara	Turkey	60029611
Northwestern Polytechnical University State Key Laboratory of Solidification Processing China	Xi'an	China	60073702
Institut de Recherche sur les Lois Fondamentales de l'Univers	Gif-sur-Yvette	France	60106133
University of Seoul	Seoul	South Korea	60027652
Université Mohammed Premier Oujda	Oujda	Morocco	60013094
CSIC-UV - Instituto de F&iacute;sica Corpuscular (IFIC)	Valencia	Spain	60013557
Institute of Physics Belgrade	Belgrade	Serbia	113177705
Ivane Javakhishvili Tbilisi State University	Tbilisi	Georgia	60071909
Kyung Hee University	Seoul	South Korea	60001873
Laboratoire Leprince-Ringuet	Palaiseau	France	60105986
Chennai Mathematical Institute	Kelambakkam	India	60019021
Tianjin University	Tianjin	China	60019533
Ondokuz Mayis Üniversitesi	Samsun	Turkey	60009477
Ufa State Aviation Technical University	Ufa	Russian Federation	60001458
Concordia University	Montreal	Canada	60033154
Kent State University	Kent	United States	60029653
Hammersmith Hospital	London	United Kingdom	60020416
City, University of London	London	United Kingdom	60025704
Çukurova Üniversitesi Tip Fakültesi	Adana	Turkey	60002278
Hassan II University of Casablanca	Casablanca	Morocco	60025457
Laboratorio de Instrumentacao e Fisica Experimental de Particulas - LIP		Spain	109728359
Langston University	Langston	United States	60017146
University of Belgrade	Belgrade	Serbia	60068815
B. I. Stepanov Institute of Physics	Minsk	Belarus	60057797
University Hospital of Tuebingen		Germany	106549228
Dermatology Practice at City Park	Bochum	Germany	120738947
University of Cyprus	Nicosia	Cyprus	60071343
Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture	Split	Croatia	60077678
Institute for Basic Science, Daejeon	Daejeon	South Korea	60104544
Universidade do Estado do Rio de Janeiro	Rio de Janeiro	Brazil	60005499
Istituto Nazionale di Fisica Nucleare, Sezione di Perugia	Perugia	Italy	60114762
Science and Technology Division	Fort Belvoir	United States	101639464
New Jersery Institute of Technology	Newark	United States	109562397
Dalian Institute of Chemical Physics Chinese Academy of Sciences	Dalian	China	60015742
SSN College of Engineering, Kalavakkam	Kanchipuram	India	60079728
State Key Laboratory of Silicon Materials	Hangzhou	China	60088176
Shinshu University	Matsumoto	Japan	60031955
Hyogo Association of Countermeasure for Kidney Disease	Hyogo Prefecture	Japan	117569328
Università degli Studi di Catania	Catania	Italy	60010146
Institute for Scintillation Materials of NAS of Ukraine	Kharkov	Ukraine	60104365
Institute for Materials Research, Tohoku University	Sendai	Japan	60019207
Częstochowa University Of Technology	Czestochowa	Poland	60009913
Shanghai Institute of Ceramics Chinese Academy of Sciences	Shanghai	China	60020044
Max Born Institute	Berlin	Germany	60030732
Vienna University of Technology Institute for Microelectronics	Vienna	Austria	60069060
Institute of High Current Electronics of Siberian Branch of the Russian Academy of Sciences	Tomsk	Russian Federation	60069974
University of Puerto Rico	San Juan	Puerto Rico	60071503
Graduate School for the Creation of New Photonics Industries	Hamamatsu	Japan	100386699
A-Star, Institute of Materials Research and Engineering	Singapore City	Singapore	60030743
Wuhan National Laboratory for Optoelectronics	Wuhan	China	60087294
Siena College	Loudonville	United States	60005738
Toyota Technological Institute	Nagoya	Japan	60006081
Nonlinear Control Strategies Inc.	Tucson	United States	60093616
Alzahra University	Vanak	Iran	60008542
Currently with Advanced Micro Foundry Pte Ltd. (AMF)	Singapore City	Singapore	121692833
Naval University of Engineering	Wuhan	China	60069736
Shibaura Institute of Technology	Tokyo	Japan	60011944
University of Bath	Bath	United Kingdom	60030480
Fraunhofer Institute for Applied Solid State Physics IAF	Freiburg im Breisgau	Germany	60030586
Academy of Armored Force Engineering China	Beijing	China	60073430
Georgia Institute of Technology, School of Electrical and Computer Engineering	Atlanta	United States	60021032
Catalonia Institute for Energy Research IREC	Barcelona	Spain	60104006
Liaocheng University	Liaocheng	China	60030274
London Bridge Hospital	London	United Kingdom	60030748
Fukuda Crystal Laboratory Co., Ltd.	Sendai	Japan	113139085
Indian Institute of Technology Delhi	New Delhi	India	60032730
Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO	Saint Petersburg (ex Leningrad)	Russian Federation	60072485
North Carolina State University	Raleigh	United States	60004923
Institute of Solid State Physics Chinese Academy of Sciences	Hefei	China	60024737
Universität Augsburg	Augsburg	Germany	60016060
Institute of Microelectronics Chinese Academy of Sciences	Beijing	China	60027799
CSIC - Instituto de Ciencia de Materiales de Madrid (ICMM)	Cantoblanco	Spain	60006424
High Energy Accelerator Research Organization, Institute of Particle and Nuclear Physics	Tsukuba	Japan	60106711
City University of New York	New York	United States	60007033
Wuhan University of Technology	Wuhan	China	60022414
Rothman Institute	Philadelphia	United States	60019861
Centre de Nanosciences et de Nanotechnologies	Orsay	France	60109179
Instituto Militar de Engenharia	Rio de Janeiro	Brazil	60021970
Drexel University	Philadelphia	United States	60014662
Virginia Polytechnic Institute and State University	Blacksburg	United States	60027090
Anhui Institute of Optics and Fine Mechanics	Hefei	China	60028904
Sankt-Peterburgskij Gosudarstvennyj Elektrotehniceskij Universitet	Saint Petersburg (ex Leningrad)	Russian Federation	60010355
San Diego State University	San Diego	United States	60018926
VI Systems GmbH (VIS)	Berlin	Germany	60116350
E.L. Ginzton Lab	Stanford	United States	60074650
Southern University of Science and Technology	Shenzhen	China	60105683
UNC School of Medicine	Research Triangle Park	United States	100436081
Georgetown University Hospital	Bethesda	Colombia	113123703
Reykjavik University	101 Reykjavík	Iceland	60071140
Collaborative Innovation Center of Electric Vehicles in Beijing	Beijing	China	115973128
A. M. Prokhorov General Physics Institute, Russian Academy of Sciences	Moscow	Russian Federation	60068680
Carnegie Institution of Washington	Argonne	United States	100604862
Institut für Kunststoffverarbeitung	Aachen	Germany	60072349
Lappeenrannan Teknillinen Yliopisto	Lappeenranta	Finland	60014304
Dalhousie University	Halifax	Canada	60015913
The Sci-Tech Academy of Zhejiang University	Hangzhou	China	60117597
Walter Schottky Institute – Center for Nanotechnology and Nanomaterials	Garching bei Munchen	Germany	60072280
École de Technologie Supérieure	Montreal	Canada	60026786
Technische Universität Chemnitz	Chemnitz	Germany	60008069
Foundation Medicine	Cambridge	United States	109512301
FRC Institute of Applied Physics of the Russian Academy of Sciences Russian Academy Of Sciences Russian Academy Of Science	Nizhny Novgorod	Russian Federation	60011774
Nanosystems Initiative Munich (NIM)	Munich	Germany	101536031
Baylor University	Waco	United States	60011278
Japan Atomic Energy Agency	Kashiwa	Japan	60015658
Hydrocarbon Processing Staff	Houston	United States	112990978
Shanghai Institute of Microsystem and Information Technology Chinese Academy of Sciences	Shanghai	China	60020880
Prince Mohammad Bin Fahd University	Al-Khobar	Saudi Arabia	60091190
Universidad de Castilla-La Mancha	Ciudad Real	Spain	60000823
University of Kentucky	Lexington	United States	60015941
Andros Men's and Gynos Women's Health Institutes	Arnhem	Netherlands	115365070
Wright-Patterson AFB	Dayton	United States	60025576
Institut de la Microélectronique, Electromagnétisme et Photonique - Laboratoire d'Hyperfréquences et de Caractérisation	Grenoble	France	60068939
Singapore-MIT Alliance	Singapore City	Singapore	60026293
Old Dominion University	Norfolk	United States	60007652
Vanderbilt University	Nashville	United States	60003915
Emory University	Atlanta	United States	60000928
Physiologischen und Physiologisch-chemischen Institut der Martin Luther-Universität Halle a. S		Germany	115668135
TeraView Limited	Cambridge	United Kingdom	60102133
Siksha O Anusandhan University	Bhubaneswar	India	60079572
KTH Royal Institute of Technologies		Sweden	122557874
Universidad Complutense de Madrid, Facultad de Farmacia	Madrid	Spain	60016574
Debye Institute	Utrecht	Netherlands	60070173
Institute of Physics of the Polish Academy of Sciences	Warsaw	Poland	60012519
Technische Universitat Wien	Vienna	Austria	60018163
National Central University Taiwan	Chung-Li	Taiwan	60024666
Karlsruher Instituts für Technologie (KIT		Germany	108698140
Max-Planck-Institut Informatik		Germany	106401186
Max Planck Institute for Intelligent Systems	Stuttgart	Germany	60030569
Penn State College of Medicine	Hershey	United States	60027671
Lawrence Livermore National Laboratory	Livermore	United States	60026175
Universität Stuttgart	Stuttgart	Germany	60015815
Brigham Young University	Provo	United States	60006832
Colorado State University	Fort Collins	United States	60009226
Qatar University	Doha	Qatar	60072749
Tokyo Metropolitan University	Hachioji	Japan	60005038
Shanghai Institute of Optics and Fine Mechanics Chinese Academy of Sciences	Shanghai	China	60017622
Istanbul Teknik Üniversitesi	Istanbul	Turkey	60022002
Southern Tohoku Research Institute for Neuroscience	Koriyama	Japan	100398477
Nagaoka University of Technology	Nagaoka	Japan	60018352
Bilkent Üniversitesi	Ankara	Turkey	60014808
Xi'an Modern Chemistry Research Institute	Xi'an	China	60073710
Russian Academy of Sciences	Moscow	Russian Federation	60021331
University of Chemistry and Technology, Prague	Prague	Czech Republic	60021588
Institut de Cancerologie Gustave Roussy	Villejuif	France	60027386
Semenov Institute of Chemical Physics, Russian Academy of Sciences	Moscow	Russian Federation	60069636
Universite de Limoges	Limoges	France	60008447
Changchun Institute of Applied Chemistry Chinese Academy of Sciences	Shanghai	China	60001255
University of Cincinnati	Cincinnati	United States	60025152
University of Rochester Institute of Optics	Rochester	United States	60011253
École Polytechnique	Palaiseau	France	60013425
Physikalisch-Technische Bundesanstalt	Braunschweig	Germany	60010962
Lehigh University	Bethlehem	United States	60000060
Mendelova univerzita v Brne	Brno	Czech Republic	60004261
Gastroenterology and Infectious Diseases	Heidelberg	Germany	113941056
NEC Laboratories America, Inc.	Princeton	United States	60018008
Chinese Academy of Agricultural Sciences	Beijing	China	60017705
Università degli Studi della Basilicata	Potenza	Italy	60020919
Planetary Science Institute	Tucson	United States	60012944
Universidad de Los Andes, Colombia	Bogota	Colombia	60052106
National Science Center Kharkov Institute of Physics and Technology	Kharkov	Ukraine	60008794
Directorate of Construction	Mumbai	India	121995748
Sveučilište u Splitu	Split	Croatia	60006948
LIP - Lisboa	Lisbon	Portugal	60006589
Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences	Sofia	Bulgaria	60013236
Università degli Studi di Udine	Udine	Italy	60025965
Gaziantep Üniversitesi	Gaziantep	Turkey	60017595
Institute of Physics Azerbaijan National Academy of Sciences	Baku	Azerbaijan	60071961
